Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Allergen information (product.metafields.shopify.allergen-information),Dietary preferences (product.metafields.shopify.dietary-preferences),Fat content (product.metafields.shopify.fat-content),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
,"Nando's Peri-Peri Sauce, Medium 9.2 oz (260 g)",,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273001249.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273001249.jpg,,,,
,"Nando's Peri-Peri Sauce, Garlic, Medium 9.2 oz (260 g)",,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273001256.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273001256.jpg,,,,
,"Nando's Peri-Peri Sauce, XX Hot 9.2 oz (260 g)",,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273004400.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/00655273004400.jpg,,,,
,Bansi Moth Beans - 2lb,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/011433151115.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/011433151115.jpg,,,,
,HR Besan Laddoo-400gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,9.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063252302.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063252302.jpg,,,,
,HR Khatti Meethi Chutney - 350gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063253699.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063253699.jpg,,,,
,HR Pudina Chutney - 300gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063253705.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063253705.jpg,,,,
,HR Coconut Chutney - 300gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063255808.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063255808.jpg,,,,
,HR Veg Shami Kebab-300g,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.19,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063259264.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904063259264.jpg,,,,
,24M Org Sesame Oil - 1lt,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,27.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083501053.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083501053.jpg,,,,
,24M Org Cumin Powder - 3.5oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.89,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083514107.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083514107.jpg,,,,
,24M Org Barnyard Millet - 1.1lb,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083516460.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083516460.jpg,,,,
,24M Org Peanut oil - 2lt,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,32.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083525424.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904083525424.jpg,,,,
,Patanjali Honey- 500g,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904109449222.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8904109449222.jpg,,,,
,Swad Sesame Oil - 5ltr,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,46.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/051179203303.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/051179203303.jpg,,,,
,MR Lime Ginger Pickle - 300gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906001050100-f761a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906001050100-f761a.jpg,,,,
,Khushboo Fryumas Okra - 400gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,1.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-066b9-91c66.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-066b9-91c66.jpg,,,,
,MR Green Chilli Pickle - 500gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906001055204.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906001055204.jpg,,,,
,Khushboo Fryums Ring - 400gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,1.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-10049-ae1e8.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-10049-ae1e8.jpg,,,,
,Deep Dry Pumpkin Seeds - 7oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-11433137003-a8499.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-11433137003-a8499.jpg,,,,
,Brahmins Kashmiri Chilli Powder - 1kg,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,21.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906014085168.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906014085168.jpg,,,,
,Deep Shah Jeera - 7oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-11433162876-0854f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-11433162876-0854f.jpg,,,,
,Aachi Kulambu Chilly - 200gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.38,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906021121873.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906021121873.jpg,,,,
,Pure n Sure Cinnamon Whole -1.75Oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000060-5de60.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000060-5de60.jpg,,,,
,Pure n Sure Rasam Powder -100Gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000091-05476.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000091-05476.jpg,,,,
,Pure n Sure Sambar Powder-100Gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000107-8900a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047000107-8900a.jpg,,,,
,Pure n Sure Triphala Powder- 100Gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047002163-99645.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047002163-99645.jpg,,,,
,Pure n Sure Sweet & Salt Chiwda 200Gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047002484-78f8f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047002484-78f8f.jpg,,,,
,Pure n Sure Himalayan Salt Powder -2Lb,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003856-ae65c.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003856-ae65c.jpg,,,,
,Pure n Sure Black Pepper Powder-200Gms,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003863-91d07.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003863-91d07.jpg,,,,
,Pure n Sure Coriander Powder-7Oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003924-9fb9f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003924-9fb9f.jpg,,,,
,MTR Tomato Rice RTE - 250gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-16df5-547bf.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-16df5-547bf.jpg,,,,
,Pure n Sure Methi (Fenugreek) Powder -200Gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003948-bd761.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047003948-bd761.jpg,,,,
,Crescent Blanched Sliced Almonds - 8oz,,My Store,,Pantry,Pantry,TRUE,COUNT,,,,,,,,,,0,shopify,100,deny,manual,$6.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-16fed-bdf8e.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-16fed-bdf8e.jpg,COUNT,,,
,Pure n Sure Turmeric Powder -7oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004013-a1537.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004013-a1537.jpg,,,,
,Pure n Sure Byadgi Chilli Powder-200Gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004075-f4cf6.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004075-f4cf6.jpg,,,,
,Pure n Sure Cloves 3.5Oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004143-888fc.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004143-888fc.jpg,,,,
,Pure n Sure Turmeric Powder -1Lb,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004167-c1e5a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906047004167-c1e5a.jpg,,,,
,Laxmi Garlic Paste - 9fl.oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-1c0f2-6591f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-1c0f2-6591f.jpg,,,,
,Everest Dry Mango Powder - 100gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-1f601-5c5b2.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-1f601-5c5b2.jpg,,,,
,Deep Spicy Whole Chilli Kashmiri - 3.5oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-210ec-6ca03.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-210ec-6ca03.jpg,,,,
,Deep Bisi Bele Bath - 100gm,,My Store,,Pantry,Pantry,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,$3.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-22645-4ed06.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-22645-4ed06.jpg,Count,,,
,Telugu Tomato Pickle NoNG 300gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906081381149.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8906081381149.jpg,,,,
,Vadilal Coconut Chutney - 300gm,,My Store,,Pantry,Pantry,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,$4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-250fc-3c04d.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-250fc-3c04d.jpg,Count,,,
,Telugu Tamarind Pickle With Garlic - 300gm,,My Store,,Pantry,Pantry,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,$3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-2c08a-c58c3.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-2c08a-c58c3.jpg,Count,,,
,Deep SI Red Poha - 14oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-32d54-5057c.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-32d54-5057c.jpg,,,,
,KTC castor Oil - 250 ml,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/5013635484102.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/5013635484102.jpg,,,,
,KTC Coconut Oil - 250ml,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-5013635101887-d1c65.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-5013635101887-d1c65.jpg,,,,
,GRB Pure Buffalo Ghee - 500ml,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,10.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-3be3f-916ab.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-3be3f-916ab.jpg,,,,
,MDH Arhar Dal Masala-100g,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,1.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/6291103750013.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/6291103750013.jpg,,,,
,Crescent Blanched Slivered Almond - 8oz,,My Store,,Pantry,Pantry,TRUE,COUNT,,,,,,,,,,0,shopify,100,deny,manual,$6.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-895296001141-d4fe0.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-895296001141-d4fe0.jpg,COUNT,,,
,Pure n Sure Chilli Powder-1Lb,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-906047004150-f6782.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-906047004150-f6782.jpg,,,,
,Shreeji Tooti Fruity Green - 200gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-932767911032-0e4c5.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-932767911032-0e4c5.jpg,,,,
,Vadilal Mint Chutney - 300gm,,My Store,,Pantry,Pantry,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,$4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-54d9b-fb1b4.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-54d9b-fb1b4.jpg,Count,,,
,Nandos Peri Peri Sauce Lemon & Herbs - 9.2oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/655273001188.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/655273001188.jpg,,,,
,Joy chat Chutney - 8oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-680617604084-928f0.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-680617604084-928f0.jpg,,,,
,Joy Green Chilli Chutney - 8oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/680617604121.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/680617604121.jpg,,,,
,Joy Bhel Chutney - 8oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/680617604336.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/680617604336.jpg,,,,
,Crescent Premium Oregon Squash Seeds - 10oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-6e2b6-a538d.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-6e2b6-a538d.jpg,,,,
,Spicy World Black Pepper Whole - 7oz,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/692991100441.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/692991100441.jpg,,,,
,Shan Kitchen King - 100gm,,My Store,,Pantry,Pantry,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-762a1-2071a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-762a1-2071a.jpg,,,,
